song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,acousticness,key,liveness,mode,time_signature,valence,song_title_en,outcome
"We Dem Boyz Remix (feat. Rick Ross, ScHoolboy Q & Nas)",4ndRr0ItkNv2zhNsUA2HMH,"['Wiz Khalifa', 'Nas', 'Rick Ross', 'Schoolboy Q']","We Dem Boyz Remix (feat. Rick Ross, ScHoolboy Q & Nas)",319663,TRUE,137W8MRPWKqSmrBGDBFSop,4,0.589531,0.636662,-6.172,0.191418,135.001,0.095794,9,0.101612,0,4,0.265823,"We Dem Boyz Remix (feat. Rick Ross, ScHoolboy Q & Nas)",0
Ge Mig Lite Mer - Mark W Remix,1veV3YQ0gWzSHmsdSOhurU,['Kick'],Gott Och Blandat,192566,FALSE,5rbw9hT7jHuylnCxE77yMT,1,0.671373,0.803069,-11.174,0.226344,139.999,0.004026,5,0.543539,0,4,0.409736,Ge Mig Lite Mer (Mark W Remix),0
Sur ma route,3Uyt0WO3wOopnUBCe9BaXl,['Black M'],Les yeux plus gros que le monde,252573,FALSE,7lMgpN1tEBQKpRoUMKB8iw,1,0.712794,0.813683,-5.69,0.048876,124.999,0.038218,7,0.07911,0,4,0.462532,Sur ma route,0
Lit - Bonus,4PdDrZJOTzwmNKd8W5IW57,"['Bas', 'J. Cole', 'K-Quick']",Last Winter,278666,TRUE,70gP6Ry4Uo0Yx6uzPIdaiJ,3,0.686321,0.58666,-6.777,0.04161,126.023,0.065493,8,0.07366,1,4,0.077776,"Lit featuring J. Cole, KQuick (Bonus)",0
Prayer in C,3rTtjfM496IkJN0DrrE3vx,['Beth'],The Best of Beth,131000,FALSE,0Tazr7cok0ZIzVWH27sqeY,1,0.78668,0.118201,-14.575,0.074042,115.887,0.971131,0,0.089384,1,4,0.237683,Prayer in C,0
Kelian,4XqM4IWi5AmfHJivbtnDsK,['Ken Ring'],Det boÌˆrjade foÌˆr laÌˆngesen,258959,FALSE,2yMJGKSRgxIniMnq30FAzX,1,0.392405,0.742467,-7.731,0.33375,90.099,0.021304,1,0.114152,1,4,0.410473,Kelian,0
Something I Need,6t1F0FTlVHAw6kEe164SsL,['OneRepublic'],Native,240080,FALSE,5Pwc4xIPtQLFEnJriah9YJ,1,0.681005,0.592311,-6.964,0.031303,98.988,0.131334,7,0.235105,1,4,0.627015,Something I Need,0
Alcohol Blues,7bUORK7L88dsERZvyusfCB,['Scott H. Biram'],Nothin' But Blood,307093,FALSE,6wpI4AEN6UO7ksNN23RGEf,1,0.432649,0.86746,-7.494,0.087738,138.468,0.60657,0,0.181902,1,4,0.463579,Alcohol Blues,0
LeyndarmaÌÅl,44eaX3TMmotL9OX9iGTfm4,['\xc3\x81sgeir'],In the Silence (The Deluxe Edition),217426,FALSE,7xUZ4069zcyBM4Bn10NQ1c,1,0.724402,0.497567,-10.165,0.030252,99.964,0.479241,1,0.07753,0,3,0.51704,LeyndarmaÌÅl,0
In Your Pocket,7xPNMJYOXiiWR4rmKxBqku,['Maroon 5'],V (Deluxe),219493,TRUE,04gDigrS5kc9YWfZHwBETP,1,0.615569,0.848571,-6.105,0.052366,126.069,0.039362,6,0.049381,0,4,0.404825,In Your Pocket,0
Gangsta's Paradise,0NQBcv6JrZbSHQdjnfmu1Z,['Falling In Reverse'],Punk Goes 90's: Vol. 2,234932,TRUE,2CmaKO2zEGJ1NWpS1yfVGz,1,0.50137,0.846498,-4.661,0.121472,161.622,0.001671,8,0.228725,1,4,0.423591,Gangsta's Paradise,0
Hey Mama (feat. Nicki Minaj & Afrojack),285HeuLxsngjFn4GGegGNm,"['David Guetta', 'Afrojack', 'Nicki Minaj']",Listen (Deluxe),192560,FALSE,1Cs0zKBU1kc0i8ypK3B9ai,3,0.595787,0.730001,-4.091,0.150574,85.979,0.239658,9,0.325252,1,4,0.54264,Hey Mama (feat. Nicki Minaj & Afrojack),0
Fanatica Sensual,1DrDfpOx4P4LMxFhtOmeyD,['Plan B'],Love and Sex,240200,FALSE,2jSGzJw0ebJLu7OLVSOcBP,1,0.790768,0.847055,-3.657,0.049203,163.974,0.107701,1,0.089837,1,4,0.899167,FanÃ¡tica Sensual,0
First Love,7vcxuMMCM5unTA3ZrY1TIw,['Jennifer Lopez'],A.K.A. (Deluxe),215786,FALSE,2DlGxzQSjYe5N6G9nkYghR,1,0.625064,0.712021,-4.877,0.040229,100.02,0.010419,11,0.317407,1,4,0.452436,First Love,0
Earth Calls,0hpCKdN3ap2MHXO6uv3Hsz,['Rameses B'],Reborn,298000,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.548254,0.777598,-7.045,0.036152,140.043,0.353857,0,0.6387,1,4,0.268149,Earth Calls,0
Seen It All,6V1mHvFecMR8cySvAtI0s9,"['Jeezy', 'JAY Z']",Seen It All,207973,TRUE,4yBK75WVCQXej1p04GWqxH,2,0.71465,0.848684,-4.973,0.139606,106.054,0.152234,7,0.338059,1,4,0.530055,Seen It All,0
"Concerto No. 21 in C Major for Piano and Orchestra, K. 467: II. Andante",5qUJQEOX0jQZ0abNqbqzsO,"['Wolfgang Amadeus Mozart', 'G\xc3\xa9za Anda']",Mozart Top 20,435320,FALSE,4NJhFmfw43RLBLjQvxDuRS,2,0.153566,0.027653,-27.577,0.034461,176.608,0.977331,5,0.092724,1,3,0.105004,2. Andante,0
Privatfest,46BCdX9Utot6ywNiKACJzI,['Ken Ring'],Det boÌˆrjade foÌˆr laÌˆngesen,226600,FALSE,2yMJGKSRgxIniMnq30FAzX,1,0.531143,0.933436,-6.486,0.453759,81.049,0.301845,11,0.404718,0,4,0.412661,Privatfest,0
Ruckus In B Minor,4eJ0K6wkaAaHtvvIXeLWBF,['Wu-Tang Clan'],Ruckus In B Minor,324733,TRUE,34EP7KEpOjXcM2TCat1ISk,1,0.483918,0.91334,-4.631,0.443675,92.715,0.332922,4,0.58865,0,4,0.640445,Ruckus In B Minor,0
Man on a Wire,4b30rxe4kxjNl8YpE17Sew,['The Script'],No Sound Without Silence,245466,FALSE,3AQRLZ9PuTAozP28Skbq8V,1,0.387505,0.836293,-3.548,0.035764,180.073,0.002419,9,0.069878,1,4,0.341704,Man on a Wire,0
Animals,4O594chXfv4lHvneDP0Ud0,['Maroon 5'],V (Deluxe),231013,FALSE,04gDigrS5kc9YWfZHwBETP,1,0.462121,0.751158,-6.409,0.057198,189.906,0.000217,4,0.784635,0,4,0.356373,Animals,0
Betray My Heart,3RXr49TkL3wYHB7JJTnyn5,"[""D'Angelo""]",Black Messiah,355333,FALSE,336vr2M3Va0FjyvB55lJEd,1,0.795838,0.435549,-11.169,0.219859,105.707,0.646373,0,0.126213,1,4,0.596887,Betray My Heart,0
Food 4 Thought,2JlmH3BzzBbMUZIGILfAyF,['Behrang Miri'],F!,254893,FALSE,5kQo9vxRzDvaNrmP3z6OFj,1,0.661406,0.795102,-6.435,0.226876,99.998,0.160175,2,0.059822,0,4,0.837496,Food 4 Thought,0
You K(no)w,2EDeBofgSrf6nAIyO7HWF3,['The Magic Numbers'],Alias,354424,FALSE,0P2q6xyNc2hVFkG3ThjYcJ,1,0.335182,0.520427,-8.845,0.039618,119.856,0.11374,8,0.088239,0,4,0.285239,You K(no)w,0
Busy Baby (feat. Nina K),2YrbtaW8rJzaHrBjdf9EZE,"['Tomas Barfod', 'Nina K.']",Love Me,273333,FALSE,5hpBysnp54w1yxvpw2WhAF,2,0.700523,0.560876,-8.794,0.031117,120.007,0.008331,0,0.169268,1,4,0.166463,Busy Baby,0
Time For Love,1lN14zqLJ22BH5GOt8MXYi,['Chris Brown'],X (Deluxe Version),225013,TRUE,7bXgB6jMjp9ATFy66eO08Z,1,0.646211,0.91213,-5.335,0.11042,104.982,0.007155,10,0.075726,0,4,0.312544,Time For Love,0
Girlie 'O' Remix,1aj6wMbUFHqnt5k6yVi34m,"['Patoranking feat. Tiwa Savage', 'Pato Ranking']",Girlie 'O' Remix,235514,FALSE,7AV4NB11YbVRolNZclpaIb,2,0.708001,0.792768,-6.077,0.051142,106.477,0.297562,6,0.110138,1,4,0.800301,Girlie O (Remix) [feat. Tiwa Savage],0
Fasad,3T0TxxfQMgQBxqX7fGky7j,['Elov & Beny'],Fasad,232783,FALSE,4uAXlCewJdAu44uAHehKfd,1,0.732284,0.670278,-7.159,0.031896,107.999,0.145032,7,0.10863,0,4,0.397951,Fasad,0
ì›”ê´‘ Moonlight,50qE377mteo6OiSo1zVpKi,['EXO-K'],The 2nd Mini Album 'ì_‘ëè… Overdose',265254,FALSE,6wPBIyIIMxoqgux29bGF8I,1,0.671704,0.734991,-5.58,0.031525,121.978,0.16149,11,0.165158,1,4,0.485259,Moonlight,0
Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,['Bobby Shmurda'],Hot N*gga,194561,TRUE,34Y0ldeyUv7jBvukWOGASO,1,0.858448,0.492854,-7.627,0.419799,83.983,0.047089,9,0.060588,1,4,0.176046,Hot N*gga,0
Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,['Paloma Faith'],A Perfect Contradiction Outsiders' Edition (Deluxe),232893,FALSE,4fwuXg6XQHfdlOdmw36OHa,1,0.567017,0.884904,-4.519,0.09535,91.017,0.077852,8,0.495003,1,4,0.306338,Only Love Can Hurt Like This,0
Don't You Find,7qLbTESTed9qVB4OpaSKjF,['Jamie T'],Carry On The Grudge,255720,FALSE,3Rsr4Z96O6U3lToOiV3zBh,1,0.457708,0.607153,-6.956,0.052188,129.091,0.014268,0,0.217119,0,4,0.172623,Don't You Find,0
See You Around,0ixCM4Av1YkDSuOhtQ6LxZ,['Chris Brown'],X (Deluxe Version),222413,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.482149,0.628855,-6.428,0.038747,122.568,0.252084,1,0.094398,1,4,0.229066,See You Around,0
Forever,0TXIa4zse952ZjIXKBewvL,['Devin Townsend Project'],ZÂ_,225053,FALSE,54Xuca1P5nDqfKYZGDfHxl,1,0.110351,0.386753,-13.174,0.033393,90.827,0.855652,0,0.42944,1,4,0.073621,Forever,0
Bump & Grind 2014 - Le Youth Remix,2z0XPlKvsmJIqKSWwD8PMN,"['Waze & Odyssey', 'R. Kelly']",Bump & Grind 2014 (Remixes),241893,FALSE,0D9AnJzAnYyu1kfJFQDY5d,2,0.711274,0.810352,-7.051,0.059153,123.97,0.001556,11,0.032698,0,4,0.635733,Bump & Grind 2014 (Le Youth Remix),0
Are We Faded - Original Mix,3P5CkJ2Hivngpn3e0Qp69S,['Keys N Krates'],Are We Faded,173791,FALSE,6c1pBXHYjFcGQQNO5MMsdd,1,0.617596,0.906647,-6.637,0.330351,79.018,0.081412,5,0.101252,0,4,0.280796,Are We Faded (Original Mix),0
Midnight Sun,7oXHh9cCrGNF9ckP9HGRdw,['Devin Townsend Project'],ZÂ_,298333,FALSE,54Xuca1P5nDqfKYZGDfHxl,1,0.320544,0.798626,-5.284,0.039156,81.933,0.005057,0,0.309078,1,3,0.097374,Midnight Sun,0
FML,5vjMsfM3l4Gnr5ecKmFwRc,"['August Alsina', 'Pusha T']",Testimony (Deluxe),217906,TRUE,19Fi1Rj7kk8kyiwxpXy3yM,2,0.380917,0.483188,-8.899,0.044542,92.83,0.007764,8,0.609347,1,3,0.152901,FML featuring Pusha T,0
Warrior,57sK50PhdDzdxLIqtKsSqy,['Devin Townsend Project'],ZÂ_,211346,FALSE,54Xuca1P5nDqfKYZGDfHxl,1,0.450203,0.96826,-4.235,0.111053,120.003,0.005164,6,0.382886,1,4,0.31242,Warrior,0
Bump & Grind 2014 - Radio Edit,3jcr84rjFk3rA4MZoU5QJS,"['Waze & Odyssey', 'R. Kelly']",Bump & Grind 2014,180280,FALSE,0D9AnJzAnYyu1kfJFQDY5d,2,0.549734,0.722973,-5.845,0.102241,122.967,0.001769,6,0.363653,0,4,0.411238,Bump & Grind 2014 - Radio Edit,0
Make It Wet - Dualive Remix,539vmUIMN6zdx976DEre3N,"['Ryan Riback', 'Lowkiss', 'Treyy G']",Make It Wet,240101,FALSE,33JQK4UoS2aMPYBfdB5Ftt,3,0.62148,0.914868,-3.986,0.088453,127.967,0.001272,1,0.060359,0,4,0.214741,Make It Wet - Dualive Remix,0
Turn Down for What - Official Remix,6h5yOjQNDaLZ0rW2OGoXTB,"['DJ Snake', 'Lil Jon', 'Juicy J', '2 Chainz', 'French Montana']",Turn Down for What,225560,TRUE,540vIaP2JwjQb9dm3aArA4,5,0.813611,0.762152,-4.338,0.259064,100.039,0.007716,9,0.031154,1,4,0.356963,Turn Down for What (Official Remix),0
Over,1jVmyCztRarGQBADYca8k3,"['Lars M', 'SideB', 'Aloma Steele']",NCS: Uplifting,223124,FALSE,0E1pXFeZDRIaKr1993EZEn,3,0.526358,0.637077,-7.38,0.055951,128.079,0.001943,5,0.063747,0,4,0.038531,Over,0
Let's Go (feat. P. Moody) - Cody Island Remix,3N1rgm4QrZBuhhvRrXxmOI,['ItaloBrothers'],P.O.D. / Let's Go EP,191903,FALSE,5nkYRuiIHg2xXHFC8bfosJ,1,0.566951,0.932926,-3.453,0.129116,128.074,0.018835,5,0.436862,1,3,0.604862,Let's Go (feat. P. Moody) (Cody Island Remix),0
"Light Up (feat. Z-Ro, Berner, Baby-E)",11I63uB2tfLqWtyT8aDbVD,['Baby Bash'],"Light Up (feat. Z-Ro, Berner & Baby-E) - Single",247510,TRUE,12PSlydMSjEHzSCj9X5qv7,1,0.666394,0.467793,-9.231,0.220183,150.011,0.466823,0,0.250008,1,4,0.384567,Light Up,0
Xanax and Patron,6nEx6Or7mScLf7BaZ5WfV9,"['Berner', 'B-Real', 'Demrick']",Prohibition,208500,TRUE,2lrtGWxNXWjd0JzDLKXubI,3,0.532301,0.808253,-4.52,0.180197,169.203,0.114793,6,0.596125,0,3,0.417303,Xanax and Patron,0
Kocham siÄ™ w Tobie,6RFrO6RLpkfF4z5GSUJLa9,['Pi\xc4\x99kni I M\xc5\x82odzi'],Niewiara,220157,FALSE,36PWgNPTOch41BGIEPTY3h,1,0.631883,0.932494,-5.316,0.040495,127.077,0.013076,4,0.08446,0,4,0.932111,Kocham siÄ™ w Tobie,0
K I X S - Original Mix,47z9VJHKlnYa1EWGSQtiLg,['Moguai'],K I X S,337485,FALSE,4xgFgBZ7CRtgtHcziClOwQ,1,0.721967,0.678412,-5.532,0.08524,128,0.003103,9,0.613688,0,4,0.128918,K I X S - Original Mix,0
Red Lights,015IsLQFXbEm0f541N2qoX,['Ti\xc3\xabsto'],A Town Called Paradise,262200,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,1,0.655846,0.818823,-4.792,0.038575,124.999,0.000708,10,0.23388,1,4,0.526468,Red Lights,0
HÃ¶r Ni Mig (feat. Sam-E),58CzO38FfIZvArgn6iOI3E,"['Bigry Mac', 'Sam-E']",HÃ¶r Ni Mig (feat. Sam-E),315037,FALSE,4QEJbJZ7lBX3z7P1LXv8H5,2,0.728987,0.692941,-8.181,0.285354,80.009,0.336633,10,0.313896,1,4,0.897105,HÃ¶r Ni Mig (feat. Sam-E),0
Ajr W 3afya,2wBlyHVcDltDypGfkc9xJt,"['Arabic Dj Sy', 'Shamma Hamdan']",New 2014-2015,305921,TRUE,0GMdEL0KdI1z0s9UVYneJb,2,0.634638,0.606633,-6.356,0.187218,76.999,0.316427,7,0.109824,0,4,0.707319,Ajr W 3afya,0
Over the Creek,0RcezanNJwG8qOcvUuld4M,['George Ezra'],Cassy O' (EP),224480,FALSE,2ysnwxxNtSgbb9t1m2Ur4j,1,0.573213,0.706945,-6.444,0.037347,93.992,0.099074,5,0.101277,1,4,0.37133,Over the Creek,0
Afrikansk vin,6JE2KNDzCDvcKDXN0jEVTp,['Admiral P'],Selvtillit & tro,189386,FALSE,2P87oRX5tCFl1PYQRbPCPD,1,0.870738,0.519934,-5.481,0.097117,109.307,0.065594,11,0.083404,1,5,0.653011,Afrikansk vin,0
Avundsjuka - feat. Sam-E,41aeGT8DO73TpGTLsYyxYV,"['OIAM', 'Sam-E']",Avundsjuka,221266,FALSE,6ZcGLGVj85BeNBUMn23YMZ,2,0.617284,0.886882,-3.848,0.2449,93.641,0.019737,5,0.501561,0,4,0.692666,Avundsjuka (feat. Sam-E),0
If I Go,0xBIkG5w87D9BqtqnhoyHj,['Ella Eyre'],If I Go,183271,FALSE,66TrUkUZ3RM29dqeDQRgyA,1,0.534567,0.777289,-5.022,0.05105,147.971,0.016354,7,0.180648,0,4,0.52721,If I Go,0
Coming Back For You,2NvexglhTLJtINGexP7N9m,['Maroon 5'],V (Deluxe),226960,FALSE,04gDigrS5kc9YWfZHwBETP,1,0.623019,0.868968,-5.662,0.037918,114.987,0.012847,1,0.073591,0,4,0.405418,Coming Back For You,0
ABCP,1AI2phtpiMevRihQsn5OOh,['Far & Son'],Inte infÃ¶r barnen!,191186,FALSE,2RuUKJs7WOJjeAkjRXp1If,1,0.683075,0.727537,-6.107,0.389939,97.933,0.094032,1,0.10185,1,4,0.728581,ABCP,0
Get Lonely with Me,2xUIK8A0TX0Xno5GnSy2PJ,['George Ezra'],Cassy O' (EP),183786,FALSE,2ysnwxxNtSgbb9t1m2Ur4j,1,0.534078,0.855242,-6.119,0.04192,93.011,0.001547,5,0.107464,0,4,0.501981,Get Lonely with Me,0
Mamma,3Xo8ZtrI7owbont6ExIW3b,"['Ken Ring', 'Uno Svenningsson']",Det boÌˆrjade foÌˆr laÌˆngesen,240360,FALSE,2yMJGKSRgxIniMnq30FAzX,2,0.494991,0.622632,-7.371,0.267739,84.429,0.016144,4,0.311828,0,4,0.338099,Mamma,0
The Veldt (deadmau5 Vs. Eric Prydz Edit),4rHk2tXZ0r8HCKsPLqXQPT,"['deadmau5', 'Eric Prydz', 'Chris James']",5 years of mau5,386442,FALSE,2CIMQHirSU0MQqyYHq0eOx,3,0.46462,0.939025,-4.916,0.029414,128.001,0.001582,9,0.261839,1,4,0.157094,The Veldt (deadmau5 Vs. Eric Prydz Edit),0
Lucky L - Radio Edit,0aW6Sayzg71Q85191ZtXlc,['B Case'],Lucky L (Remixes),226000,FALSE,1o9x7ez0NvhDb7gBqrYnUj,1,0.629195,0.815581,-4.211,0.039634,130.045,0.008799,2,0.129312,1,4,0.663117,Lucky L (Radio Edit),0
"Shadow Of Death (feat. Kendrick Lamar, Ab-Soul & Jay Rock)",1BS2i2P2E2PDB64yOFMRox,"['Schoolboy Q', 'Kendrick Lamar', 'Ab-Soul', 'Jay Rock']",Schoolboy Q,218886,TRUE,5IcR3N7QB1j6KBL8eImZ8m,4,0.431972,0.841208,-4.779,0.233678,92.745,0.621237,2,0.260031,1,4,0.556976,Shadow of Death,0
Genom allt 2,0duBrRmNnVkPMz0QQe5mUe,['Ison & Fille'],Genom allt 2 / Ambition,208853,FALSE,1fhvwCr1HKEZgZYOrfsHyk,1,0.632777,0.58628,-7.842,0.104225,114.936,0.087545,5,0.374537,0,4,0.333939,Genom allt 2,0
Dimension Z,5Ah14AJTovQCiG7jFcW7Uj,['Devin Townsend Project'],ZÂ_,373120,FALSE,54Xuca1P5nDqfKYZGDfHxl,1,0.340107,0.819868,-6.395,0.076009,121.781,0.002895,1,0.346147,0,4,0.159897,Dimension Z,0
Last All Night (Koala) [feat. KStewart] - Toyboy & Robin Remix,7Lgg4sQpyFimCAQxSoxUVf,"['Oliver Heldens', 'K. Stewart']",Last All Night (Koala) [feat. KStewart] [Remixes],312839,FALSE,5nki7yRhxgM509M5ADlN1p,2,0.785365,0.500391,-8.812,0.04955,124.036,0.228996,3,0.048175,0,3,0.527087,Last All Night (Koala) [feat. KStewart] [Toyboy & Robin Remix],0
Pills N Potions,0nnRUsgfm4uQUYTCIH9NZy,['Nicki Minaj'],The Pinkprint (International Deluxe Explicit),268000,TRUE,0hCNtLu0JehylgoiP8L4Gh,1,0.389994,0.58011,-8.035,0.152868,82.323,0.009163,7,0.050421,1,4,0.230746,Pills N Potions,0
Du swagg (feat. H-Magnum & MaÃ®tre Gims),0REYpmrC5FkmR5bMEN5jSP,"['DJ Kayz', 'Maitre Gims', 'H Magnum']",Paris Oran New York,223600,FALSE,1GQ4ihUi4W36nt5ZKmtMgh,3,0.8589,0.757542,-4.95,0.185001,113.039,0.151657,9,0.176262,1,4,0.785303,Du swagg (feat. H-Magnum & MaÃ®tre Gims),0
H Agapi Erxetai Sto Telos,0WVs3T7jSfnBkCKtyjmN3D,['Antonis Remos'],Antonis Remos Best Of 2008-2014,190266,FALSE,6s26Q38Zqc4hY3xe7jrEBG,1,0.438081,0.861094,-3.735,0.051856,177.992,0.141774,11,0.054133,1,4,0.362957,I Agapi Erhete Sto Telos,0
Iâ€¢Mâ€¢Aâ€¢M,0haCF4aPRLLBgTSMvBNFJO,['Silvana Imam'],NÃ_r du ser mig â€¢ Se dig,203842,TRUE,14vNE9iqS5eGAL6OogiN8g,1,0.541354,0.660357,-4.126,0.070638,107.763,0.118179,3,0.365777,1,4,0.194618,Iâ€¢Mâ€¢Aâ€¢M,0
Sweet Talker,2Gk1zc6mO5Pw1Z1P6bozKE,['Jessie J'],Sweet Talker (Deluxe Version),222213,FALSE,2gsggkzM5R49q6jpPvazou,1,0.654824,0.658945,-5.341,0.061843,143.994,0.578245,4,0.20924,0,4,0.580124,Sweet Talker,0
Me Again,4kgD89hUKCdmnSlPOksNjK,['J Mascis'],Tied to a Star,264760,FALSE,1PokjXeIq2zVosXbTEaNlx,1,0.398925,0.385386,-11.468,0.028345,171.295,0.885573,3,0.144428,1,4,0.244653,Me Again,0
I Love This Life,5PVl9I23A7m6ovO6JLQ43E,['Kim Cesarion'],Undressed,229920,FALSE,1FbsmLXvj5CccZj6JLk46Z,1,0.502358,0.728709,-5.659,0.031293,140.02,0.000429,8,0.131432,0,4,0.391188,I Love This Life,0
ì_‘ëè… Overdose,7MirWQBco3ZiuwvcdYaNSe,['EXO-K'],The 2nd Mini Album 'ì_‘ëè… Overdose',205611,FALSE,6wPBIyIIMxoqgux29bGF8I,1,0.604697,0.911897,-1.925,0.121049,163.852,0.059539,5,0.358193,0,4,0.677306,Overdose,0
German Whip,3oyS3P1hBIuecj6wOTdmzM,"['Meridian Dan', 'Big H', 'JME']",German Whip,196345,FALSE,5UhqlN0em1N4hDjegJD1Lg,3,0.809432,0.951545,-3.941,0.214289,139.99,0.034487,1,0.357626,0,4,0.776708,German Whip,0
U Guessed It,07J4gvixM0ksqSpgDw15J1,"['Og Maco', '2 Chainz']",U Guessed It (feat. 2 Chainz) - Single,209295,TRUE,0nvvVQhPQGkYTJlThLbJeu,2,0.880451,0.346133,-9.145,0.339159,119.966,0.028231,1,0.070706,1,4,0.203503,U Guessed It,0
Dream Catcher (feat. Charlotte Haining),1b0YdMX8EUf2Zg6VA5tz8Z,"['Rameses B', 'Charlotte Haining']",Dream Catcher,217356,FALSE,06EfEcjc0vdvI6VNL0soIO,2,0.474122,0.942369,-2.84,0.142611,174.026,0.001062,9,0.160336,0,4,0.303069,Dream Catcher (feat. Charlotte Haining),0
Shefto Sedfe (feat. Ali Al Deek),5VNuaTCbeubv3t3ntAWG8f,"['Husain Al Deek', 'Ali Al Deek']",Sahra W Dabke,294844,FALSE,5f3Fk5gTKbuDUUmgcd6fWF,2,0.703128,0.817083,-7.35,0.035637,107.984,0.150162,2,0.502316,0,4,0.560452,Shefto Sedfe (feat. Ali Al Deek),0
Mme. Pavoshko,6LxFuAjKARWoTxnvKGzPQF,['Black M'],Les yeux plus gros que le monde,255840,FALSE,7lMgpN1tEBQKpRoUMKB8iw,1,0.779803,0.844583,-5.298,0.238545,115.021,0.012712,11,0.109343,0,4,0.744285,Mme. Pavoshko,0
The One That Really Matters,7Jw5VPgcRsLiEcKvaJdxOc,"['Michael W. Smith', 'Kari Jobe']",Sovereign,419653,FALSE,5aBxFPaaGk9204ssHUvXWN,2,0.251665,0.351978,-9.457,0.032858,159.857,0.338359,0,0.104488,1,4,0.124843,The One That Really Matters,0
Once in a Lifetime,1dD1aarWotVIiFo5gGdMc2,['One Direction'],FOUR (Deluxe),158320,FALSE,4AK6F7OLvEQ5QYCBNiQWHq,1,0.554394,0.334933,-5.513,0.028096,133.709,0.618234,5,0.092676,1,4,0.275723,Once in a Lifetime,0
F**k It All,2DwAj9LYTaI3NSXwPiXAY5,['Elle Varner'],F**k It All,203440,TRUE,7zmk5lkmCMVvfvwF3H8FWC,1,0.306133,0.657664,-7.873,0.061115,139.946,0.018356,10,0.093527,1,4,0.374314,F**k It All,0
Bayaa W Shater,0sMTrFQF3wH51uakTEklcV,['Nancy Ajram'],Nancy 7,261146,FALSE,0LnHdW6HMPoOlNdhG3DHjE,1,0.729369,0.834715,-4.856,0.084511,143.971,0.112923,5,0.194645,0,4,0.85917,Bayaa W Shater,0
Say Something,5BIMB67xASWCpxK15rzVnX,['Ti\xc3\xabsto'],A Town Called Paradise,288395,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,1,0.763418,0.728383,-8.393,0.038361,119.99,0.000395,2,0.02714,1,4,0.177298,Say Something,0
Hit Me with Your Best Shot,1afWDIuOUUggs20pmPIb2o,"[""80's Pop Band""]",Most Famous - 1980's,179626,FALSE,7oLhAu3ec1C2uoUedZ96P6,1,0.641668,0.879305,-5.611,0.031944,124.831,0.11492,9,0.07343,1,4,0.764421,Hit Me With Your Best Shot,0
W Bkoun Jayi Wadeak,7xtn9UZ2Rhn5ktN5jh7WTl,['Nancy Ajram'],Nancy 8,217240,FALSE,0LnHdW6HMPoOlNdhG3DHjE,1,0.541908,0.920695,-1.05,0.123033,127.918,0.278436,0,0.105303,0,4,0.542962,W Bkoun Jayi Wadeak,0
Spirit Walk,48hcfbdUGYo4VcJdytz1ug,['Rameses B'],Reborn,357818,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.383115,0.649785,-7.411,0.057143,109.995,0.444864,7,0.107709,0,4,0.095703,Spirit Walk,0
Sugar,5eWgDlp3k6Tb5RD8690s6I,['Maroon 5'],V (Deluxe),235493,TRUE,04gDigrS5kc9YWfZHwBETP,1,0.745122,0.748826,-7.047,0.032684,120.083,0.068019,1,0.084185,1,4,0.891446,Sugar,0
Kom kom,1cDQWDaEVGGVrJVgjsPyZZ,['Admiral P'],Selvtillit & tro,211920,FALSE,2P87oRX5tCFl1PYQRbPCPD,1,0.55581,0.734813,-4.816,0.311596,79.899,0.081412,0,0.402335,1,4,0.82242,Kom kom,0
Everything 4 U,3kUfXDl0lN4AcGpZPzX7Su,['Elliphant'],One More,216880,FALSE,134GdR5tUtxJrf8cpsfpyY,1,0.629663,0.545725,-7.747,0.296264,89.795,0.088107,6,0.09963,1,4,0.362006,Everything 4 U,0
Without U,32M1czcjKpJOtFHZFsEmTR,['Oscar Zia'],I Don't Know How To Dance,203280,FALSE,42TbHQxJ8d94CD93vAoDgl,1,0.688072,0.886965,-4.475,0.061911,129.947,0.002541,5,0.257581,1,4,0.806858,Without U,0
Jag mot vÃ_rlden (feat Cherrie),2AljOwWRSgUpnyURW2YeX8,"['Adam Kanyama', 'Cherrie']",F!,224320,FALSE,7iXy0wugsZgVfKxl4amtad,2,0.545568,0.664238,-12.312,0.381241,107.014,0.68208,6,0.034827,0,5,0.337833,Jag mot vÃ_rlden (feat Cherrie),0
1000 Deaths,5Zvp0QO5e9cGhYHywdrfyQ,"[""D'Angelo""]",Black Messiah,349693,FALSE,336vr2M3Va0FjyvB55lJEd,1,0.641575,0.806558,-9.236,0.239594,86.909,0.008295,10,0.131403,0,4,0.630336,1000 Deaths,0
How Long Will I Love You - Bonus Track,7CFQrZR4WeKEg4vweqp8Gv,['Ellie Goulding'],Halcyon Days,154435,FALSE,0X2BH1fck6amBIoJhDVmmJ,1,0.514156,0.283196,-10.317,0.033478,126.395,0.240591,0,0.137487,1,5,0.144584,How Long Will I Love You,0
